Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time Allocation_Question_1,Time Allocation_Question_2,Time Allocation_Question_3,Reading and Note Taking_Question_1,Reading and Note Taking_Question_2,Reading and Note Taking_Question_3,Study Period Procedures_Question_1,Study Period Procedures_Question_2,Study Period Procedures_Question_3,Written Works_Question_1,Written Works_Question_2,Written Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3
Walter Lindsey,3,22900079,4.0,1.5,1.25,1.25,1.0,Regular,1.5,2.75,,1.89,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree
Kevin Smith,2,23496998,3.0,2.5,1.5,1.0,1.25,Regular,1.25,1.25,2.0,1.66,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree
David Martin,3,22478275,2.75,1.25,1.0,3.0,1.25,Irregular,5.0,2.25,,2.36,1,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
William Mcgee,1,24601986,3.0,2.0,5.0,3.0,1.25,Irregular,,,,2.84,1,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree
Brooke Hughes,3,22900633,1.5,2.25,1.25,1.75,2.0,Irregular,5.0,2.5,,2.32,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
Johnathan Gray,4,21201272,1.75,1.5,2.75,2.25,1.5,Regular,,,,1.95,0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree
Kevin Davis,1,24950169,2.25,2.75,1.75,4.0,1.5,Regular,,,,2.46,0,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree
Joseph Brooks,4,21828329,5.0,2.5,5.0,1.5,2.0,Irregular,,,,3.2,2,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree
Justin Meadows,3,22007850,1.5,1.5,2.75,1.25,1.5,Irregular,1.0,5.0,,2.07,1,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree
Michelle Adkins,3,22941405,2.25,2.0,2.5,2.0,1.5,Regular,1.5,2.25,,2.0,0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree
Richard Armstrong,1,24859215,2.0,2.75,1.0,1.0,2.5,Regular,,,,1.84,0,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree
Nicole Caldwell,1,24912159,3.0,5.0,2.5,4.0,2.75,Irregular,,,,3.48,1,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree
Christine Adams,3,22227613,1.5,1.25,2.25,4.0,1.5,Regular,2.5,2.0,,2.14,0,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree
Laura Chapman,4,21717512,2.0,2.25,3.0,2.0,1.5,Regular,,,,2.15,0,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree
Bill Young,2,23489155,4.0,2.5,1.25,2.5,4.0,Regular,1.5,2.0,3.0,2.53,0,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree
Lori Barber,2,23883701,2.0,1.5,2.75,1.0,2.25,Irregular,4.0,4.0,5.0,2.85,1,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
Emily Miller,3,22848724,2.5,2.0,1.25,4.0,1.0,Regular,1.75,1.75,,2.04,0,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree
Lisa Powell,4,21425825,4.0,1.0,1.25,1.25,4.0,Regular,,,,2.3,0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree
Zachary Hunter,4,21911398,1.25,1.5,2.5,2.75,1.0,Regular,,,,1.8,0,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree
Angel Allen,3,22754235,1.0,5.0,2.0,5.0,4.0,Irregular,4.0,1.75,,3.25,2,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree
Christopher Walsh,3,22384133,2.75,3.0,4.0,2.25,2.5,Irregular,2.25,5.0,,3.11,1,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree
Nancy Beard,4,21564027,2.0,2.0,1.5,1.0,3.0,Regular,,,,1.9,0,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree
Brandon Morgan,1,24087091,1.0,5.0,2.5,2.0,1.0,Irregular,,,,2.39,1,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree
Anthony Guerrero,1,24119566,4.0,2.25,2.75,1.25,1.25,Regular,,,,2.18,0,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree
Tara Knight,1,24235738,3.0,1.0,1.75,2.75,2.75,Regular,,,,2.2,0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
Angela Kennedy,3,22482663,2.75,2.25,4.0,1.75,1.75,Irregular,5.0,5.0,,3.21,2,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
Andrea Fisher,3,22399631,2.75,3.0,5.0,2.25,3.0,Irregular,1.5,1.5,,2.71,1,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
Crystal Jackson,3,22067439,3.0,1.0,5.0,2.5,1.75,Irregular,1.5,5.0,,2.82,2,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree
Matthew Powell,3,22314164,5.0,1.5,3.0,4.0,4.0,Irregular,2.25,1.5,,3.04,1,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
Janice Mata,2,23291622,2.5,5.0,1.75,1.75,1.75,Irregular,5.0,3.0,1.5,2.79,2,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
Amanda Green,2,23840270,2.0,5.0,2.75,2.0,5.0,Irregular,2.75,2.25,2.75,3.11,2,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree
Robyn Davenport DDS,4,21224811,2.25,2.0,1.5,1.25,1.75,Regular,,,,1.75,0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
Sheila Chung,3,22756113,2.75,2.25,2.75,3.0,1.5,Regular,1.0,2.5,,2.25,0,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree
Sarah Smith,3,22578384,5.0,5.0,2.5,1.25,2.75,Irregular,1.5,2.0,,2.86,2,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree
Jessica Bell,4,21237006,2.5,1.0,2.75,1.5,1.0,Regular,,,,1.75,0,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree
Mrs. Cassandra Martinez,4,21666129,1.0,1.5,2.25,1.75,1.75,Regular,,,,1.65,0,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree
Christopher Brown,2,23871712,1.0,2.5,1.5,4.0,3.0,Irregular,2.25,5.0,2.0,2.73,1,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree
Paula Mitchell,2,23617860,5.0,4.0,2.5,5.0,1.0,Irregular,5.0,3.0,1.0,3.24,3,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree
Stephanie Smith,4,21748950,2.25,1.0,1.5,1.0,1.75,Regular,,,,1.5,0,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Karl Nguyen,3,22540248,2.0,5.0,3.0,1.75,1.25,Irregular,3.0,2.0,,2.57,1,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree
Joseph Garcia MD,3,22386423,2.0,1.75,1.0,2.75,1.75,Irregular,2.0,5.0,,2.32,1,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree
Kelly Perry,4,21602617,4.0,1.5,1.0,2.5,1.5,Regular,,,,2.1,0,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree
Connor Miller,4,21875908,1.25,5.0,1.0,1.5,1.25,Irregular,,,,2.0,1,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
Karen Cooper,2,23086998,2.25,2.0,1.75,2.75,1.75,Regular,2.75,3.0,4.0,2.54,0,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree
Kenneth Duffy,1,24378304,4.0,2.25,3.0,2.5,1.0,Regular,,,,2.45,0,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree
Angela Barnett,2,23759940,2.0,4.0,1.0,1.5,5.0,Irregular,2.0,2.25,1.25,2.39,1,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree
Vincent Hunter,3,22451796,1.0,1.5,2.25,1.0,2.75,Irregular,3.0,5.0,,2.36,1,,,,,,,,,,,,,,,,,,
Mitchell Watson,3,22313394,2.5,1.5,3.0,2.5,2.0,Regular,1.0,2.0,,2.07,0,,,,,,,,,,,,,,,,,,
Micheal Brown,4,21592854,5.0,4.0,1.25,1.75,3.0,Irregular,,,,3.0,1,,,,,,,,,,,,,,,,,,
Angela Campbell,1,24610684,1.25,5.0,1.75,4.0,1.75,Irregular,,,,2.86,1,,,,,,,,,,,,,,,,,,
James Johnson,4,21001319,2.5,2.25,4.0,1.0,3.0,Regular,,,,2.55,0,,,,,,,,,,,,,,,,,,
Michelle Rodriguez,2,23446356,1.75,1.75,2.5,4.0,2.5,Irregular,2.75,5.0,2.25,2.86,1,,,,,,,,,,,,,,,,,,
Ms. Lindsay Aguilar,3,22798450,1.0,2.5,1.5,4.0,1.75,Regular,2.0,2.75,,2.21,0,,,,,,,,,,,,,,,,,,
Sarah Moore,1,24552410,1.75,1.25,2.25,5.0,1.75,Irregular,,,,2.45,1,,,,,,,,,,,,,,,,,,
Mr. Michael Peterson,4,21721781,2.75,2.25,2.75,2.0,1.0,Regular,,,,2.15,0,,,,,,,,,,,,,,,,,,
Christine Rosales,3,22726625,1.0,1.25,3.0,3.0,4.0,Irregular,1.25,5.0,,2.64,1,,,,,,,,,,,,,,,,,,
Anthony Shaffer,4,21926583,3.0,1.25,2.5,2.75,4.0,Regular,,,,2.7,0,,,,,,,,,,,,,,,,,,
Michael Benjamin,1,24680094,2.75,2.25,1.0,1.25,1.5,Regular,,,,1.68,0,,,,,,,,,,,,,,,,,,
Frank Carlson,1,24957216,5.0,4.0,5.0,1.5,1.25,Irregular,,,,3.23,2,,,,,,,,,,,,,,,,,,
George Hernandez,1,24793568,2.5,4.0,1.5,3.0,1.5,Regular,,,,2.5,0,,,,,,,,,,,,,,,,,,
Tyler Richardson,1,24082892,1.25,4.0,2.5,2.0,2.5,Regular,,,,2.54,0,,,,,,,,,,,,,,,,,,
John Lewis,1,24784585,1.0,2.5,2.0,5.0,2.0,Irregular,,,,2.61,1,,,,,,,,,,,,,,,,,,
Christine Horn,2,23111590,2.5,1.5,2.5,3.0,2.75,Regular,2.75,1.75,1.0,2.21,0,,,,,,,,,,,,,,,,,,
Austin Farley,2,23706245,1.75,1.25,2.25,1.75,4.0,Irregular,1.75,5.0,4.0,2.76,1,,,,,,,,,,,,,,,,,,
Colin Francis,2,23558151,1.75,5.0,1.25,4.0,1.75,Irregular,2.0,2.25,2.25,2.57,1,,,,,,,,,,,,,,,,,,
Mr. Jeffrey Johnson,3,22382873,2.5,3.0,1.75,2.0,2.5,Regular,4.0,3.0,,2.68,0,,,,,,,,,,,,,,,,,,
Ralph Velez,3,22944079,1.5,1.5,1.0,2.5,1.5,Regular,1.75,2.0,,1.68,0,,,,,,,,,,,,,,,,,,
Joshua Andrews,3,22898422,1.75,1.25,1.75,1.75,1.5,Regular,2.5,3.0,,1.93,0,,,,,,,,,,,,,,,,,,
Jeffrey Powell,2,23892468,5.0,2.5,1.75,3.0,2.5,Irregular,1.75,2.0,3.0,2.59,1,,,,,,,,,,,,,,,,,,
Christopher Kennedy,2,23318284,1.5,1.5,3.0,2.75,1.0,Irregular,5.0,1.75,2.75,2.45,1,,,,,,,,,,,,,,,,,,
Ronald Murray,3,22290725,1.5,1.25,1.75,4.0,4.0,Regular,1.75,1.5,,2.25,0,,,,,,,,,,,,,,,,,,
Ashley Scott,4,21990050,2.25,1.0,2.75,2.25,1.75,Regular,,,,2.0,0,,,,,,,,,,,,,,,,,,
Erin Matthews,4,21001412,1.25,2.25,2.25,2.25,1.25,Regular,,,,1.85,0,,,,,,,,,,,,,,,,,,
Zachary Martinez,4,21414242,2.25,3.0,1.0,4.0,5.0,Irregular,,,,3.05,1,,,,,,,,,,,,,,,,,,
Joe Mitchell,3,22802401,1.0,4.0,2.25,1.5,2.75,Regular,3.0,2.0,,2.36,0,,,,,,,,,,,,,,,,,,
Amanda Reeves,1,24476546,2.25,1.5,2.0,2.25,2.75,Regular,,,,2.14,0,,,,,,,,,,,,,,,,,,
Christopher King,1,24566854,1.25,5.0,5.0,5.0,1.75,Irregular,,,,3.77,3,,,,,,,,,,,,,,,,,,
Tiffany Bruce,4,21473797,2.5,2.5,1.75,1.75,2.0,Regular,,,,2.1,0,,,,,,,,,,,,,,,,,,
John Waters,4,21671007,3.0,2.75,2.5,2.25,2.5,Regular,,,,2.6,0,,,,,,,,,,,,,,,,,,
Erika Bridges,2,23727665,2.25,1.25,1.75,2.5,1.75,Regular,1.5,1.5,2.5,1.86,0,,,,,,,,,,,,,,,,,,
Christopher Blankenship,4,21592589,4.0,3.0,4.0,2.5,3.0,Regular,,,,3.3,0,,,,,,,,,,,,,,,,,,
Lance Evans,2,23909604,2.0,2.75,1.75,1.5,5.0,Irregular,2.75,1.5,5.0,2.82,2,,,,,,,,,,,,,,,,,,
Tara Russell,1,24655785,2.0,2.5,4.0,2.25,1.5,Regular,,,,2.48,0,,,,,,,,,,,,,,,,,,
Rachel Wilson,4,21342526,1.25,1.5,3.0,5.0,1.5,Irregular,,,,2.45,1,,,,,,,,,,,,,,,,,,
Nathan Roman,2,23617235,1.75,2.5,2.0,1.75,2.0,Irregular,1.5,5.0,3.0,2.47,1,,,,,,,,,,,,,,,,,,
Melissa Hall,4,21439678,1.5,2.75,2.75,3.0,1.5,Regular,,,,2.3,0,,,,,,,,,,,,,,,,,,
Robert Rodriguez,4,21543898,4.0,1.5,1.5,1.5,2.0,Regular,,,,2.1,0,,,,,,,,,,,,,,,,,,
Carlos Hopkins,3,22135869,4.0,4.0,5.0,2.5,2.25,Irregular,5.0,1.25,,3.43,2,,,,,,,,,,,,,,,,,,
Tammy Hendricks,2,23419548,1.75,2.0,1.5,2.75,3.0,Regular,1.0,4.0,1.75,2.24,0,,,,,,,,,,,,,,,,,,
Perry Hall,3,22233095,1.75,1.25,2.25,3.0,1.0,Regular,2.5,1.5,,1.89,0,,,,,,,,,,,,,,,,,,
Darrell James,4,21828269,1.25,4.0,4.0,1.25,3.0,Regular,,,,2.7,0,,,,,,,,,,,,,,,,,,
William Anderson,1,24278822,3.0,1.75,2.75,1.0,2.25,Regular,,,,2.09,0,,,,,,,,,,,,,,,,,,
Michael Moore,2,23638791,4.0,1.5,5.0,1.5,1.0,Irregular,2.25,1.25,3.0,2.37,1,,,,,,,,,,,,,,,,,,
Miguel Fowler,1,24998368,1.25,5.0,4.0,1.5,1.75,Irregular,,,,2.8,1,,,,,,,,,,,,,,,,,,
Caleb Young,1,24420273,3.0,3.0,2.25,1.5,5.0,Irregular,,,,2.95,1,,,,,,,,,,,,,,,,,,
Christian Smith,3,22697559,1.25,1.25,1.25,1.5,1.25,Regular,3.0,1.25,,1.54,0,,,,,,,,,,,,,,,,,,
Melissa Carlson,4,21859711,3.0,1.25,1.0,1.25,1.75,Regular,,,,1.65,0,,,,,,,,,,,,,,,,,,
Kayla Jones,3,22944168,5.0,2.0,4.0,3.0,1.0,Irregular,1.5,2.75,,2.75,1,,,,,,,,,,,,,,,,,,
Deborah Fox,1,24830248,4.0,1.0,2.25,1.0,1.25,Regular,,,,1.75,0,,,,,,,,,,,,,,,,,,
Thomas Brewer,3,22421226,1.25,1.75,2.25,2.75,2.25,Regular,2.0,1.0,,1.89,0,,,,,,,,,,,,,,,,,,
Cheryl Ramirez,1,24813096,1.75,1.75,5.0,1.25,1.75,Irregular,,,,2.34,1,,,,,,,,,,,,,,,,,,
Sara Yates,4,21776482,5.0,1.5,4.0,2.25,5.0,Irregular,,,,3.55,2,,,,,,,,,,,,,,,,,,
Jeffrey Wade,2,23661722,5.0,1.5,1.75,2.0,5.0,Irregular,1.0,3.0,1.0,2.42,2,,,,,,,,,,,,,,,,,,
Renee King,4,21118455,1.75,1.0,3.0,2.5,1.75,Regular,,,,2.0,0,,,,,,,,,,,,,,,,,,
Karen Mcgrath,1,24291441,3.0,4.0,4.0,2.5,2.5,Regular,,,,3.21,0,,,,,,,,,,,,,,,,,,
Joshua Mueller,3,22472564,1.5,1.0,2.0,2.75,2.25,Irregular,5.0,2.25,,2.39,1,,,,,,,,,,,,,,,,,,
Ashley Ball,3,22776901,2.25,2.0,3.0,2.0,2.5,Regular,4.0,1.0,,2.39,0,,,,,,,,,,,,,,,,,,
Angel Charles DDS,3,22229908,3.0,2.25,2.0,5.0,2.75,Irregular,4.0,1.75,,2.96,1,,,,,,,,,,,,,,,,,,
Robert Martin,1,24472332,5.0,2.25,2.0,1.0,2.75,Irregular,,,,2.43,1,,,,,,,,,,,,,,,,,,
Christine Bullock,3,22687788,2.75,2.75,2.75,5.0,2.0,Irregular,2.75,1.5,,2.79,1,,,,,,,,,,,,,,,,,,
Jason Gray,4,21811928,1.75,1.75,2.25,1.25,2.25,Regular,,,,1.85,0,,,,,,,,,,,,,,,,,,
Terry Baker,4,21143984,2.75,5.0,2.75,1.25,1.75,Irregular,,,,2.7,1,,,,,,,,,,,,,,,,,,
Taylor Glenn,3,22690757,1.5,5.0,2.25,1.0,3.0,Irregular,2.75,2.5,,2.57,1,,,,,,,,,,,,,,,,,,
Steve Bennett,3,22951969,1.75,2.25,1.25,2.0,2.25,Regular,4.0,3.0,,2.36,0,,,,,,,,,,,,,,,,,,
Heidi Boone,2,23817287,2.0,2.5,2.5,3.0,2.0,Irregular,2.5,5.0,4.0,2.98,1,,,,,,,,,,,,,,,,,,
